"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"China","CHN","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","21125000000","20707000000","23905000000","25108000000","25756000000","34734000000","41054000000","43220000000","51519000000","58919000000","69568000000","75659000000","102561000000","128109690000","151077000000","82983000000","78985000000","83794000000","111331687000","118463000000","145460205585.428","388297641441.493","525615268320.748","694870272887.864","897660405046.06","1122737097486.82","1334555205546.61","1119090663054.52","1478072761421.33","1807805443488.65","1973516412824.49","2148588935109.43","2243761278997.21","2142753416452.3","1989518638921.98","2216213798034.65","2417442805605.76","2386640081644.25","2497156045753.14","",
"Côte d'Ivoire","CIV","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7592014244.94057","8369453548.2966","8559332232.39308","10292930966.9804","11212909112.7035","11421347029.1804","12651630158.5433","12122759836.2616","12052756795.3893","12984780627.3135","11735247561.1794","10882922075.1041","11882442225.8025","11917663544.6429","12628493496.5634","12499992627.5662","",
"Camerún","CMR","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","809061598.774614","1095827955.64726","1354117024.61603","1657472249.56356","1410583855.50348","1357886517.17695","1366692254.79424","1588944749.8138","1626330369.16738","2076949866.0505","1688646452.68034","1841206243.14548","1853807568.48436","2125357466.70602","1957449402.18471","1934060664.32105","1507720408.37399","1454166375.60406","1735916523.09712","2002277654.03118","2036426881.89631","1878073849.02365","1738499321.18691","1979110409.14417","1876726282.24898","1971419814.07377","2489016048.10836","2713046684.27355","3266523818.31354","3852066024.5251","4962602734.21857","5865264029.11605","4080607775.38641","4317471246.33679","5660319955.16292","5756784861.19386","6081523885.77037","6571041691.30883","5219111885.85913","4590922014.49806","4603426012.22501","5184326571.14549","5525592952.28896","4415761476.81647","",
"Congo, República Democrática del","COD","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2402800000","2704700000","6147900000","6869800000","4371000000","8477900000","9471900000","8743370359.07694","11612971601.234","12321200000","10284773559.9695","11885542238.505","11548162610.2709","15966849816.9222","15031295906.3072","13788701762.6233","",
"Congo, República del","COG","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","308190533.708704","495671234.422893","910608693.88127","1072702468.79505","1108505991.61809","1066172163.33009","1268375203.75278","1144746045.603","672645189.149499","876688672.734696","843194567.338673","1160471375.17824","1388721629.56062","1107736075.3748","1178729371.72693","1119145052.85109","958925607.376637","1286599269.22613","1654850900.71613","1661504005.40947","1367794851.69241","1560086656.15735","2491785279.52809","2055276749.40565","2288806312.2641","2636612478.42708","3433185978.57482","4745310278.87925","6065710446.04492","5705630140.3504","8096546333.42719","5756014211.37159","8530821774.42065","10917327704.1014","9972147692.02311","8923203922.46148","8866829319.37453","4678348641.61044","4355688722.04428","","","","","",
"Colombia","COL","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","604999999.995758","671999999.995789","787999999.995823","754166459.993897","978567700","1262548989.99976","1494502639.98371","1683186550","2201906799.99976","2660000000","3155392000.00049","3441000000","3986297059.99976","3157725680","3113768169.99969","2970000000","4273000000","3650000000","5331000000","5661000000","5343000000","6031000000","7079000000","7507000000","7263200000","7428500000","9050197139.30274","10592634723.8552","10972379029.6344","12084264961.2819","11479103737.2764","12026896970.1229","13744694741.4695","12860428585.5171","12367040811.6406","13798246746.7421","17194908680.9007","21708662781.1619","25166243997.519","30555767082.0422","38476021834.9556","33977347462.3049","40761915542.2437","58262191478.3393","61603864423.4594","60282300133.7158","56898749075.4359","38572113082.3551","34063233599.2272","39785612624.1725","42993049352.7615","40655600659.58","32308967194.8777","42734943042.3413",
"Comoras","COM","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","11189061.9417867","16417082.9718313","19582873.0507224","19469231.4909636","7046525.05056844","15688049.7833795","20366559.4343774","11599352.5465123","21480921.5314439","18049840.0907247","17934898.6525083","24356221.0296816","21428877.0884531","21581424.337523","10785333.1326305","11315399.3242326","","","","","","","","30078882.7117144","20841786.4702573","14391426.5520002","13325022.7431515","16516178.6452586","9853670.62134612","18950564.5310139","22597938.0658232","25827376.3580709","19506081.1783309","","25930916.6885008","16956644.8355834","30782877.9551136","39468627.3527347","43601538.2469803","40559137.0048503","22062069.418227","",
"Cabo Verde","CPV","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","1242418.76123904","3073174.51048423","4124702.80245037","9115140.25150307","6259412.3929984","3973010.06410639","3300512.65363101","6926418.8270816","6121246.29406181","4003996.92640103","20875217.0563139","15092517.4315746","20659138.1980193","18095757.1372814","12707620.4924729","10760305.8522857","7242628.92006418","12173645.808953","14484342.4705066","18936338.8630948","40176474.7969806","21089709.0501864","14738691.2473153","30611338.5942811","28272786.1542655","31905444.306536","41396788.3997169","42887873.1479706","77161967.3102613","85794542.0784261","69639337.5396299","102832037.337696","79732824.1591466","122722538.537583","196644687.873418","179474285.17634","194991262.416239","264970053.837599","158562229.050704","155431963.721259","189532019.929686","273628262.918455","265687489.185312","123874540.552806","",
"Costa Rica","CRI","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","827800000","863900000","942100000","1000900000","1002600000","869000000","852500000","997500000","939100000","1084800000","1106700000","1180700000","1333400000","1354200000","1498100000","1739100000","1866800000","2122000000","2569400000","2749610000","2902100000","3157610000","2626640447.4058","4179869135.036","4195020730.5886","4268892784.7902","4607352359.10552","5120469210.34135","5568947320.24932","6310766158.55492","6874209426.65225","7513776854.05464","6622878483.6075","7492546076.85638","8301379072.71927","8922635327.84351","8866326405.50414","9455567010.7669","9452400028.07706","10100261496.4268","10810697188.7037","11730272939.5114","11885109578.4694","11990863163.2364","",
"Estados pequeos del Caribe","CSS","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","2657937275.69096","2825147315.75603","3096489615.37986","3353065009.04515","3909243501.68216","5580714897.32983","5477124777.93092","4678272142.51524","4377304618.9181","4621274322.08603","4420352538.14221","3546469831.70298","3601631392.8909","3993339074.33114","4122139664.39915","4965646940.00724","4646584906.68674","4490806172.59283","4217995804.60433","5021418930.35192","6212231905.20894","6160523635.07161","6303552682.1708","6020669582.45488","6576376123.07885","8402994263.84817","8148303718.82127","7608483545.71706","9191277079.44474","11076700337.6751","15121725187.7295","20079284337.4514","19874840021.743","26527105088.3749","14743105002.8814","17915279091.5268","25631645571.7609","25478285824.0696","26200184697.177","22837454093.7055","18137158564.2986","14743529241.5646","16818844079.5454","18736273885.0857","16610109374.2159","13983266152.9259","",
"Cuba","CUB","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","797770949.72067","854949720.670391","618837988.826816","630055865.921788","407324022.346369","362307262.569832","425106120.547486","586007030.603352","398102075.72067","270977840.564246","",
"Islas Caimán","CYM","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","634616538.466154","370426440.608351","309415669.515355","356958621.35956","","",
"Chipre","CYP","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","254083056.26655","312406907.898039","339212132.808431","451129265.488933","527684775.40617","551454764.561014","554076177.614871","495404105.202644","573093309.799817","474898212.485475","502756880.057423","619626100.718862","709128918.665907","795350146.63468","951580683.064945","951707313.397003","985877870.448931","867703089.801707","967510580.242223","1228725067.8849","1392417618.0609","1245774123.49549","1064644192.45412","1000280413.72305","950924374.581381","975220765.557889","1007996873.95084","1182564284.47826","1572709688.55887","2045509062.5305","1979990175.62568","1986029804.65242","3354885865.57649","3409478371.44805","3563355681.85493","4209069852.59877","3898408569.63109","3601380225.3254","3550212103.12152","3195208095.96379","2874481795.60478","3149178667.15912","4387522636.62014","3452526418.41964","3372842509.41796","",
"República Checa","CZE","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12099472139.4039","12297435856.937","15816447989.8108","16557225814.1139","16479009081.9361","18811902359.6741","18036216541.2731","19644621430.3602","22846619264.1024","26954555172.6038","35275253692.5164","56003940481.1234","71554951811.2085","85771675081.4099","107016716975.369","126345445809.809","101025895120.847","115073264308.997","137892683126.14","134125048605.522","136995387018.164","146628931541.091","128168650727.529","130930641058.735","145845995179.27","161089096031.603","156104420900.974","146772446128.677","175126572751.173",
"Alemania","DEU","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","38654323005.9639","46454007357.7571","66988467585.1718","90141425705.969","91285823045.9621","102643268390.664","118007190940.375","142715506243.452","171637865299.946","185925576749.459","170205869481.327","170650666321.967","162915005654.815","164764694240.479","177245975367.428","233517543919.788","279970503602.643","310887919197.721","328367734960.657","396019650290.558","383561249508.843","408936148294.933","360085337991.931","405094818501.006","494674447481.735","495725242809.636","483801821039.568","510451073356.532","510796609133.407","517849235935.823","536597295079.258","578744070285.674","701377108385.781","853216578347.981","919536367261.401","1057726166441.95","1270699461748.21","1398512315698.76","1074639899176.84","1212405147421.93","1430250701166.83","1373515771448.15","1423001937078.63","1470308929758.62","1294367188720.03","1305093578991.93","1419929740824.96","1524788915956.5","1459838692433.42","1356921085360.98","1616752178813.78",
"Djibouti","DJI","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47861535.7779891","37632018.7259806","45346357.4929243","47642090.692715","32010848.4647284","29028646.0238239","31172455.7030402","27993315.3650947","27492530.4269051","31628226.2647633","31616972.6706467","35623252.1761638","37249396.5260155","37980880.1435959","39500115.3493397","55170745.1567344","58068545.6417643","68815728.0231374","77368459.5517693","85133439.4922378","92701481.5356655","117999561.109829","2401280659.01047","2703782895.6623","2582238452.40574","1732119445.64795","3162001114.10582","3521958575.52006","3996173778.00035","2784611835.40493","",
"Dominica","DMA","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","11098911.432975","12000000","15900000","9800000","10100000","19700000","25100000","27800000","25600000","28400000","44581481.4814815","49292592.5925926","57037037.037037","46303703.7037037","56070370.3703704","55648148.1481481","55311111.1111111","48511111.1111111","47996296.2962963","46092592.5925926","52903703.7037037","53762962.962963","63185185.1851852","56003703.7037037","54740740.7407407","44380000","43606370.3703704","41010000","42919551.4814815","42909028.8888889","44259658.1481481","39018382.5925926","43885135.1851852","36815298.8888889","37243385.5555556","36169574.4444444","38594799.2592593","41033222.2222222","38514367.8518519","34876544.4481481","25424905.1074074","13007629.6740741","11570724.8962963","21183274.5223678","15488131.5573661","",
"Dinamarca","DNK","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","8652347258.14635","9052678418.55082","10010602233.2404","11806619914.7988","14765642542.8142","17022378064.2351","16136152158.5358","15684850065.1296","16225528816.7515","16090353371.471","17123270131.8263","21307093895.4436","25694837779.1456","27537191158.9094","28728147845.1859","36072155253.9296","36782729567.0775","40503730540.0351","36947838869.9222","41740792907.5886","50348228652.08","50734655473.5251","48102870850.9095","47907826571.1071","49786592851.5934","50083927656.511","50466348572.0148","55472556321.5598","64537125819.9774","75050248639.5383","81513296556.4452","90515014782.3362","101638771022.044","118240215670.876","94720313341.5415","101132497732.666","117875531307.953","111287869318.11","116915294591.364","119447342127.677","103346471591.109","103821402563.318","111276842775.288","119312014794.523","121405100196.431","119454515881.123","141824702036.478",
"República Dominicana","DOM","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","BX.GSR.MRCH.CD","","","","","","","","","163500000","183400000","214000000","240700000","347600000","442100000","636800000","893800000","716400000","780500000","675500000","868600000","961900000","1188000000","767700000","785200000","868100000","738500000","722100000","711300000","889700000","924400000","734500000","658300000","562500000","602100000","736400000","872100000","945500000","1017300000","880300000","805200000","966100000","794700000","847700000","1064000000","1250700000","1395100000","1931400000","2635100000","2393400000","1689300000","6816000000","8361600000","8935500000","9424400000","9898900000","9441800000","9839600000","10134600000","10638100000","11192700000","10297300000","",
